  0.99951E+00  0.52246E+00
  0.99753E+00  0.41645E+00
  0.99360E+00  0.34212E+00
  0.98772E+00  0.28535E+00
  0.97991E+00  0.23944E+00
  0.97021E+00  0.20116E+00
  0.95865E+00  0.16827E+00
  0.94528E+00  0.13917E+00
  0.93016E+00  0.11271E+00
  0.91334E+00  0.87783E-01
  0.89488E+00  0.63671E-01
  0.87487E+00  0.39861E-01
  0.85338E+00  0.15902E-01
  0.83049E+00 -0.84059E-02
  0.80630E+00 -0.32888E-01
  0.78090E+00 -0.57439E-01
  0.75440E+00 -0.82096E-01
  0.72688E+00 -0.10689E+00
  0.69848E+00 -0.13144E+00
  0.66928E+00 -0.15571E+00
  0.63943E+00 -0.18002E+00
  0.60902E+00 -0.20360E+00
  0.57818E+00 -0.22664E+00
  0.54703E+00 -0.24956E+00
  0.51570E+00 -0.27168E+00
  0.48430E+00 -0.29340E+00
  0.45297E+00 -0.31479E+00
  0.42182E+00 -0.33516E+00
  0.39098E+00 -0.35489E+00
  0.36057E+00 -0.37410E+00
  0.33071E+00 -0.39299E+00
  0.30152E+00 -0.41106E+00
  0.27312E+00 -0.42815E+00
  0.24560E+00 -0.44440E+00
  0.21910E+00 -0.45954E+00
  0.19370E+00 -0.47372E+00
  0.16951E+00 -0.48673E+00
  0.14662E+00 -0.49787E+00
  0.12513E+00 -0.50669E+00
  0.10512E+00 -0.51301E+00
  0.86663E-01 -0.51445E+00
  0.69842E-01 -0.51029E+00
  0.54717E-01 -0.49558E+00
  0.41349E-01 -0.46397E+00
  0.29792E-01 -0.40315E+00
  0.20090E-01 -0.28958E+00
  0.12282E-01 -0.92695E-01
  0.63995E-02  0.22300E+00
  0.24650E-02  0.62699E+00
  0.49350E-03  0.96397E+00
  0.49350E-03  0.95859E+00
  0.24650E-02  0.60908E+00
  0.63995E-02  0.19826E+00
  0.12282E-01 -0.11961E+00
  0.20090E-01 -0.31588E+00
  0.29792E-01 -0.42771E+00
  0.41349E-01 -0.48648E+00
  0.54717E-01 -0.51613E+00
  0.69842E-01 -0.52905E+00
  0.86664E-01 -0.53165E+00
  0.10512E+00 -0.52884E+00
  0.12513E+00 -0.52135E+00
  0.14662E+00 -0.51149E+00
  0.16951E+00 -0.49946E+00
  0.19370E+00 -0.48569E+00
  0.21910E+00 -0.47085E+00
  0.24560E+00 -0.45514E+00
  0.27312E+00 -0.43844E+00
  0.30152E+00 -0.42099E+00
  0.33072E+00 -0.40266E+00
  0.36057E+00 -0.38360E+00
  0.39098E+00 -0.36432E+00
  0.42182E+00 -0.34465E+00
  0.45297E+00 -0.32443E+00
  0.48430E+00 -0.30328E+00
  0.51570E+00 -0.28188E+00
  0.54703E+00 -0.26018E+00
  0.57818E+00 -0.23773E+00
  0.60902E+00 -0.21519E+00
  0.63943E+00 -0.19215E+00
  0.66929E+00 -0.16835E+00
  0.69848E+00 -0.14457E+00
  0.72688E+00 -0.12050E+00
  0.75440E+00 -0.96142E-01
  0.78090E+00 -0.71932E-01
  0.80630E+00 -0.47870E-01
  0.83049E+00 -0.23975E-01
  0.85338E+00 -0.39677E-03
  0.87487E+00  0.22663E-01
  0.89488E+00  0.45419E-01
  0.91334E+00  0.68435E-01
  0.93016E+00  0.92409E-01
  0.94528E+00  0.11831E+00
  0.95865E+00  0.14760E+00
  0.97021E+00  0.18169E+00
  0.97991E+00  0.22238E+00
  0.98772E+00  0.27188E+00
  0.99360E+00  0.33310E+00
  0.99753E+00  0.41220E+00
  0.99951E+00  0.52246E+00
