  0.10000E+01  0.22350E-08
  0.99901E+00 -0.70423E-04
  0.99606E+00 -0.28162E-03
  0.99114E+00 -0.64427E-03
  0.98429E+00 -0.12220E-02
  0.97553E+00 -0.21355E-02
  0.96489E+00 -0.34136E-02
  0.95241E+00 -0.49091E-02
  0.93815E+00 -0.64969E-02
  0.92216E+00 -0.82242E-02
  0.90451E+00 -0.10143E-01
  0.88526E+00 -0.12200E-01
  0.86448E+00 -0.14324E-01
  0.84227E+00 -0.16489E-01
  0.81871E+00 -0.18704E-01
  0.79389E+00 -0.20970E-01
  0.76791E+00 -0.23275E-01
  0.74088E+00 -0.25593E-01
  0.71289E+00 -0.27893E-01
  0.68406E+00 -0.30132E-01
  0.65451E+00 -0.32291E-01
  0.62435E+00 -0.34340E-01
  0.59369E+00 -0.36257E-01
  0.56267E+00 -0.38044E-01
  0.53140E+00 -0.39681E-01
  0.50000E+00 -0.41145E-01
  0.46861E+00 -0.42423E-01
  0.43733E+00 -0.43463E-01
  0.40631E+00 -0.44231E-01
  0.37565E+00 -0.44687E-01
  0.34549E+00 -0.44800E-01
  0.31594E+00 -0.44546E-01
  0.28711E+00 -0.43906E-01
  0.25912E+00 -0.42898E-01
  0.23209E+00 -0.41546E-01
  0.20611E+00 -0.39896E-01
  0.18129E+00 -0.38007E-01
  0.15773E+00 -0.35938E-01
  0.13552E+00 -0.33748E-01
  0.11474E+00 -0.31496E-01
  0.95491E-01 -0.29229E-01
  0.77836E-01 -0.26963E-01
  0.61847E-01 -0.24725E-01
  0.47586E-01 -0.22476E-01
  0.35112E-01 -0.20197E-01
  0.24472E-01 -0.17815E-01
  0.15708E-01 -0.15243E-01
  0.88560E-02 -0.12386E-01
  0.39430E-02 -0.90720E-02
  0.98700E-03 -0.50627E-02
  0.00000E+00  0.00000E+00
  0.98700E-03  0.43623E-02
  0.39430E-02  0.10267E-01
  0.88560E-02  0.17005E-01
  0.15708E-01  0.24128E-01
  0.24472E-01  0.31319E-01
  0.35112E-01  0.38309E-01
  0.47586E-01  0.44904E-01
  0.61847E-01  0.50974E-01
  0.77836E-01  0.56395E-01
  0.95492E-01  0.61127E-01
  0.11474E+00  0.65119E-01
  0.13552E+00  0.68380E-01
  0.15773E+00  0.70931E-01
  0.18129E+00  0.72809E-01
  0.20611E+00  0.74072E-01
  0.23209E+00  0.74781E-01
  0.25912E+00  0.74995E-01
  0.28711E+00  0.74764E-01
  0.31594E+00  0.74140E-01
  0.34549E+00  0.73149E-01
  0.37565E+00  0.71828E-01
  0.40631E+00  0.70194E-01
  0.43733E+00  0.68256E-01
  0.46861E+00  0.66025E-01
  0.50000E+00  0.63515E-01
  0.53140E+00  0.60765E-01
  0.56267E+00  0.57794E-01
  0.59369E+00  0.54648E-01
  0.62435E+00  0.51374E-01
  0.65451E+00  0.48001E-01
  0.68406E+00  0.44567E-01
  0.71289E+00  0.41103E-01
  0.74088E+00  0.37613E-01
  0.76791E+00  0.34126E-01
  0.79389E+00  0.30674E-01
  0.81871E+00  0.27303E-01
  0.84227E+00  0.24054E-01
  0.86448E+00  0.20925E-01
  0.88526E+00  0.17872E-01
  0.90451E+00  0.14888E-01
  0.92216E+00  0.12102E-01
  0.93815E+00  0.96967E-02
  0.95241E+00  0.76816E-02
  0.96489E+00  0.57999E-02
  0.97553E+00  0.37739E-02
  0.98429E+00  0.18973E-02
  0.99114E+00  0.77065E-03
  0.99606E+00  0.28871E-03
  0.99901E+00  0.70456E-04
  0.10000E+01  0.22350E-08
