           1  0.14778572    
           2  0.12497408    
           3  0.10690881    
           4  9.18347985E-02
           5  7.48677775E-02
           6  6.15868941E-02
           7  5.39136529E-02
           8  4.25935127E-02
           9  3.85013856E-02
          10  2.98941247E-02
          11  2.90276594E-02
          12  2.42224541E-02
          13  2.38214117E-02
          14  2.14659330E-02
          15  2.07140464E-02
          16  1.89014561E-02
          17  1.79562327E-02
          18  1.77451875E-02
          19  1.71359051E-02
          20  1.65185072E-02
          21  1.55230463E-02
          22  1.52149852E-02
          23  1.50489733E-02
          24  1.43609494E-02
          25  1.37403933E-02
          26  1.36925820E-02
          27  1.36279156E-02
          28  1.31885903E-02
          29  1.27427746E-02
          30  1.24191390E-02
          31  1.21375453E-02
          32  1.18724424E-02
          33  1.18592000E-02
          34  1.17720952E-02
          35  1.15501052E-02
          36  1.14608333E-02
          37  1.12639545E-02
          38  1.12143820E-02
          39  1.11715272E-02
          40  1.11179929E-02
          41  1.10503025E-02
          42  1.10108480E-02
          43  1.09552955E-02
          44  1.09362192E-02
          45  1.08783003E-02
          46  1.08572878E-02
          47  1.08014196E-02
          48  1.07836872E-02
          49  1.07226139E-02
          50  1.07200844E-02
          51  1.06647843E-02
        2282
