  1  0.7922211E-01
  2 -0.1823106E+00
  3 -0.2907384E+00
  4 -0.3091046E+00
  5 -0.2907062E+00
  6 -0.2571904E+00
  7 -0.2197183E+00
  8 -0.1812170E+00
  9 -0.1459642E+00
 10 -0.1141853E+00
 11 -0.8600891E-01
 12 -0.6233555E-01
 13 -0.4220033E-01
 14 -0.2592490E-01
 15 -0.1225482E-01
 16 -0.8684520E-03
 17  0.8266375E-02
 18  0.1650059E-01
 19  0.2470263E-01
 20  0.3448076E-01
 21  0.4059209E-01
 22 -0.8185963E-01
  1  0.5198045E-01
  2 -0.1914994E+00
  3 -0.2907835E+00
  4 -0.3059920E+00
  5 -0.2869635E+00
  6 -0.2542615E+00
  7 -0.2177752E+00
  8 -0.1812176E+00
  9 -0.1474088E+00
 10 -0.1175986E+00
 11 -0.9203681E-01
 12 -0.6915256E-01
 13 -0.5008830E-01
 14 -0.3348740E-01
 15 -0.2038519E-01
 16 -0.8675308E-02
 17  0.2070650E-02
 18  0.1285231E-01
 19  0.2470499E-01
 20  0.3370161E-01
 21  0.3952085E-01
 22 -0.5383689E-01
  1  0.2528286E-01
  2 -0.2018249E+00
  3 -0.2916487E+00
  4 -0.3024985E+00
  5 -0.2822125E+00
  6 -0.2499420E+00
  7 -0.2146654E+00
  8 -0.1809217E+00
  9 -0.1494476E+00
 10 -0.1217559E+00
 11 -0.9780684E-01
 12 -0.7726203E-01
 13 -0.5928532E-01
 14 -0.4425496E-01
 15 -0.3071768E-01
 16 -0.1805634E-01
 17 -0.6051960E-02
 18  0.6967717E-02
 19  0.2227679E-01
 20  0.3117556E-01
 21  0.3674973E-01
 22 -0.2617871E-01
  1 -0.8040914E-03
  2 -0.2123695E+00
  3 -0.2907684E+00
  4 -0.2973798E+00
  5 -0.2754906E+00
  6 -0.2443544E+00
  7 -0.2105826E+00
  8 -0.1788210E+00
  9 -0.1512362E+00
 10 -0.1265551E+00
 11 -0.1050233E+00
 12 -0.8608244E-01
 13 -0.6950923E-01
 14 -0.5579501E-01
